diversity,equity,inclusion,document_length,Doc_ID
0.0,35.50102378062743,15.946022959058862,4077.0,1004063.F
0.0,138.40553407063157,17.900086854182316,3509.0,10103972.F
0.0,19.57206459808311,51.109055512627805,4804.0,1012763.F
12.068241914570013,33.63783506685086,44.74867710690776,3992.0,1012782.F
4.064389563461903,24.61536310240904,52.85182669627368,3784.0,1012785.F
5.104161352107079,18.248610143896588,25.461134009149433,4272.0,1012787.F
0.0,9.926147284806204,7.541710889598019,1129.0,1020948.F
16.971476019413608,21.61711283953588,15.545604060486879,4447.0,10221377.F
1.2329603411991883,44.51094955212496,18.114251317515873,2251.0,10229958.F
29.36701221302955,31.238542497555432,110.92437971960761,4284.0,10231130.F
5.506773391232837,18.83084129481987,27.804949496748332,3567.0,10276652.F
2.8314292222627144,4.6312873266146966,4.117466979642955,832.0,10305562.F
0.0,12.124971994409908,8.644315741209555,1871.0,10341258.F
6.380433809829953,119.16877088281264,13.89444680309744,3226.0,10353489.F
11.320262155229152,21.273492904819054,49.84598902010502,4234.0,10354189.F
3.619886582626985,35.324996169853236,18.980353827097982,4751.0,1037620.F
11.727541340547422,20.263559661860967,29.556763247737706,2381.0,10382650.F
0.0,21.38036719445371,5.056075022687946,1123.0,10406938.F
23.04559139801271,50.44587638386815,78.88120297033298,2203.0,10418964.F
4.710771660379358,59.91804333118708,20.485748258415764,3825.0,10426026.F
10.831547445469221,224.69955864268587,90.34567690114565,3136.0,1048657.F
94.6378834628576,34.961965254283406,19.322563229012527,4930.0,10550671.F
0.0,19.586394703730722,33.6054803428302,3146.0,1065361.F
0.0,25.660383203318112,37.959822117655456,3559.0,1065377.F
22.802470064978866,7.32368295506385,22.670040613299747,3761.0,10655690.F
59.39050819286794,42.080019863942574,166.07837337745832,9249.0,10659595.F
5.733505576108407,20.533152086301843,43.61122834910044,3618.0,10679258.F
10.129605640017997,5.403168547717145,12.508190155935443,1303.0,10687439.F
8.446557449818199,34.64688696638834,54.50316687594217,5040.0,10689602.F
3.5679268436962737,122.64099418734114,11.600113717920154,3111.0,10724780.F
20.53945029339522,22.539692904165594,38.96971685567948,4382.0,10733834.F
6.955583918683949,64.87556870231312,51.99399296432954,4448.0,10748343.F
0.0,23.17811572284095,32.596600641540505,2421.0,10749089.F
5.704599134562757,16.47287634088925,31.685613148898085,4181.0,10749091.F
2.4659206823983766,12.205847627897686,13.47604049441055,2451.0,10781921.F
0.0,15.347660833059452,12.124787545454588,1628.0,10784487.F
4.2997885364369095,72.10934085570932,52.39067278932483,2859.0,10879997.F
10.268947326030592,17.25946064719607,20.764850703754202,2549.0,10888886.F
22.400128781008537,165.29465420424816,129.79870134304937,8516.0,10909023.F
131.60570493491858,25.384410846941126,38.24385953966686,4218.0,10911177.F
24.78790488195577,9.323707248752747,12.276200097964722,1355.0,10935301.F
24.137528268984727,6.497562573353545,73.11286812746836,4544.0,10971426.F
13.571898987638676,53.12350700373488,63.06171684143054,4107.0,10980324.F
0.0,84.61455963570151,11.649425250415048,2296.0,11006220.F
3.4434872897752866,4.093157499429865,37.99965719128974,4273.0,11010367.F
12.99327867891582,29.473771642299564,23.48342661819368,4706.0,11011265.F
7.921242938212911,44.81193639263086,25.15014118169953,3567.0,11011706.F
3.810240311118204,37.59246782903661,15.51316496862594,4538.0,1102148.F
3.698881023597565,13.467808815445037,23.03453790956624,2893.0,11031505.F
71.79295312156887,7.0095154531672454,72.81070499466696,4655.0,11058412.F
10.780123151165949,16.070474359400514,61.94863629488734,4608.0,11060027.F
1.2329603411991883,9.929604693162734,8.43264553614402,1076.0,11061268.F
5.452468046375295,48.268237268075445,37.774782956591,4810.0,11071004.F
2.946942109384559,74.31341508216143,11.516063172592704,2587.0,11087732.F
10.446720419256895,32.11342013494963,6.954929162846351,2436.0,11091851.F
0.0,12.243619635727038,19.376391967674927,3120.0,11092385.F
13.48214228878355,18.037537731914107,82.76544857111098,3373.0,11092392.F
35.27104281671065,18.593731750668525,37.1797988129586,3153.0,11092405.F
8.43952378445039,19.753624698735294,15.709172255639155,2834.0,11093216.F
6.680843036365276,13.984070681456696,2.6158239485878525,2418.0,11097096.F
0.0,12.02005106881578,5.68705398362894,2554.0,11097846.F
1.2329603411991883,29.71067744032887,16.233207578976554,3561.0,11103974.F
114.94941486264386,32.11391692644033,137.4062486312022,12202.0,11103977.F
