diversity,equity,inclusion,document_length,Doc_ID
3,7,20,2104,12683424.F
0,6,15,2642,12683425.F
2,11,46,4599,12683450.F
1,3,14,2551,12683458.F
1,14,19,2063,12683459.F
7,7,6,1048,12683687.F
1,26,32,3012,12683695.F
0,34,37,2334,12683772.F
4,15,64,3189,12683953.F
4,16,17,2439,12684034.F
8,20,15,3319,12684042.F
5,13,17,3372,12684057.F
2,13,52,4015,12684067.F
48,20,24,2478,12691020.F
16,11,6,1271,12694961.F
3,16,30,2048,12694980.F
23,147,94,4321,12695511.F
24,122,118,4402,12695532.F
0,17,15,2732,12695592.F
1,10,43,4514,12696131.F
4,12,62,4708,12696132.F
2,30,53,5016,12696133.F
10,28,37,3020,12697737.F
5,25,30,4174,12698117.F
10,29,52,3362,12698517.F
4,19,37,2938,12698524.F
3,15,40,2707,12698527.F
0,12,17,1485,12701838.F
16,30,111,8540,12701871.F
3,18,12,2921,12701873.F
2,9,10,3155,12701874.F
2,21,22,3205,12701876.F
142,70,199,14092,12702111.F
24,45,186,17432,12702502.F
6,22,13,2220,12702602.F
3,14,15,3096,12702635.F
13,72,90,14438,12702890.F
4,54,41,5264,12702958.F
5,14,35,3636,12704063.F
40,251,207,7831,12704146.F
4,12,55,3847,12704175.F
1,22,12,3061,12704210.F
5,31,18,3426,12704211.F
6,16,8,4105,12704212.F
1,27,5,3047,12704215.F
1,29,22,3093,12704485.F
4,12,23,2062,12706801.F
16,77,171,17475,12706996.F
6,8,10,4207,12707440.F
6,11,50,4218,12707441.F
4,24,24,3402,12707442.F
2,29,40,3880,12707445.F
6,29,48,2003,12707460.F
9,64,104,2186,12707766.F
50,3,44,6112,12708022.F
56,38,35,6658,12708024.F
53,35,34,6028,12708027.F
29,164,112,6642,12708189.F
5,10,35,2360,12708259.F
31,175,169,5280,12709941.F
8,122,42,3556,12710045.F
0,25,40,3076,12710103.F
30,104,175,16738,12710473.F
10,89,75,2010,12710873.F
3,8,27,1719,12710882.F
6,17,14,2038,12710883.F
10,25,50,8732,12711015.F
1,8,16,3286,12711016.F
3,27,13,3820,12711017.F
2,27,8,3268,12711020.F
21,107,173,4894,12711037.F
8,68,181,10114,12711114.F
10,36,63,7163,12711921.F
7,86,81,3472,12711946.F
5,32,48,4525,12712030.F
4,7,67,4415,12712162.F
5,36,66,9022,12712482.F
10,18,10,3209,12712508.F
2,10,12,1000,12712761.F
1,5,25,2751,12712865.F
2,6,56,3680,12712871.F
12,76,85,2449,12712934.F
31,142,155,5628,12713187.F
4,12,59,3727,12713387.F
1,31,50,1705,12713481.F
0,16,8,3238,12714485.F
3,20,22,3357,12714488.F
5,141,38,3885,12714640.F
45,135,189,15933,12715197.F
2,16,18,4565,12715266.F
15,35,51,5811,12715267.F
7,55,40,4714,12715271.F
15,39,43,4954,12715274.F
1,13,8,1328,12717229.F
0,6,19,3798,12717740.F
3,8,27,4218,12717745.F
0,16,7,2459,12717748.F
0,13,10,2468,12717750.F
14,63,138,9183,12717779.F
5,34,41,6578,12717876.F
6,9,50,3718,12717877.F
11,17,52,3729,12717879.F
61,70,145,8780,12717886.F
10,61,31,3849,12717938.F
3,13,27,3777,12719058.F
8,163,79,4321,12719104.F
13,24,34,3275,12719218.F
1,6,38,2936,12719232.F
4,39,52,2073,12719425.F
9,11,27,2799,12719531.F
5,20,37,2466,12719533.F
1,8,10,1191,12719566.F
8,10,17,1662,12719814.F
4,10,70,4971,12720018.F
5,31,22,2297,12720587.F
1,11,14,2892,12721168.F
10,10,30,3647,12721169.F
1,17,11,3164,12721170.F
0,28,20,3619,12721172.F
1,11,31,4607,12721189.F
0,31,16,4279,12721190.F
23,49,91,9497,12721200.F
25,8,20,2965,12724554.F
22,152,108,4641,12724916.F
6,38,61,5663,12724918.F
0,17,13,1380,12724932.F
1,12,24,2182,12725162.F
1,9,27,2889,12725184.F
105,32,29,4949,12725292.F
20,22,28,2609,12725311.F
17,88,322,16308,12726288.F
3,4,17,1984,12726476.F
1,6,1,1698,12726478.F
4,39,25,3255,12726486.F
2,12,7,2274,12726487.F
6,24,28,4582,12726528.F
6,21,68,6425,12726758.F
1,26,20,3410,12726761.F
2,11,7,1496,12726955.F
21,64,40,2743,12727119.F
7,32,74,1756,12727306.F
0,10,5,1300,12727379.F
20,212,147,6639,12727420.F
22,25,129,6965,12727658.F
4,43,53,3443,12728104.F
8,19,62,3217,12728106.F
9,33,60,3292,12728109.F
6,24,49,3308,12728111.F
5,16,46,3039,12728116.F
5,47,45,3299,12728122.F
3,18,32,2317,12728125.F
11,39,64,3462,12728126.F
8,52,49,3329,12728129.F
15,15,59,5574,12728210.F
2,41,59,2649,12728562.F
25,57,111,9030,12728845.F
1,29,52,2114,12733520.F
0,6,14,2547,12733723.F
1,20,29,2996,12733844.F
12,21,57,3344,12734115.F
1,8,17,2367,12734382.F
4,9,34,3383,12734383.F
1,30,29,3372,12734387.F
4,15,20,2887,12734397.F
6,16,28,5465,12734796.F
7,23,41,5278,12734805.F
12,36,24,4981,12734809.F
5,33,15,4521,12734813.F
6,32,38,6098,12735308.F
9,55,38,6797,12735309.F
7,43,33,6004,12735310.F
2,46,31,5967,12735312.F
4,8,26,3403,12735491.F
0,23,18,4013,12735493.F
2,24,19,3412,12735495.F
1,15,7,1842,12735812.F
2,47,11,2040,12735814.F
25,87,154,4806,12736110.F
11,8,22,4126,12736113.F
7,13,17,4169,12736117.F
1,28,9,4043,12736118.F
5,33,19,4538,12736122.F
12,137,104,4457,12736357.F
7,23,108,3849,12736384.F
3,15,111,6129,12736839.F
27,84,323,24146,12736899.F
18,40,202,11092,12736951.F
18,17,26,2267,12739708.F
36,235,253,7527,12739938.F
14,20,37,6121,12740315.F
3,5,15,1793,12740331.F
0,32,16,4532,12740340.F
1,19,6,3132,12740358.F
8,35,26,4218,12740397.F
57,29,110,5668,12741616.F
105,20,99,5346,12741623.F
112,31,84,4672,12741630.F
100,30,88,4129,12741633.F
15,101,189,10753,12741932.F
4,26,73,8217,12742061.F
6,17,28,2414,12742434.F
4,9,35,4486,12742487.F
2,8,55,4485,12742488.F
4,27,42,4081,12742492.F
3,31,31,4604,12742495.F
2,10,15,1647,12746671.F
15,75,138,8477,12748716.F
1,24,33,2456,12749651.F
20,84,85,5977,12749753.F
33,11,18,1632,12750164.F
70,32,163,7102,12750181.F
37,14,50,5631,12750182.F
61,35,58,5509,12750184.F
16,63,46,2741,12750416.F
11,84,201,12872,12750962.F
7,20,40,6415,12751131.F
12,44,34,6680,12751133.F
4,53,44,6323,12751134.F
0,57,29,6947,12751135.F
0,9,7,1283,12751229.F
4,24,25,2800,12751336.F
12,18,81,2183,12751385.F
6,41,35,4390,12751813.F
10,77,145,9900,12752680.F
0,10,16,2438,12753057.F
0,10,5,1294,12753066.F
0,11,9,1259,12753089.F
0,12,8,1623,12753135.F
24,119,265,6976,12759275.F
0,17,13,2943,12759438.F
5,18,63,4564,12759440.F
5,41,52,4387,12759446.F
4,42,14,4353,12759450.F
50,16,25,2813,12759455.F
12,80,88,3389,12764077.F
3,27,27,3067,12764100.F
0,25,36,4093,12764166.F
4,38,61,4015,12764237.F
0,36,58,3857,12764238.F
6,18,47,3462,12764239.F
5,38,65,4111,12764240.F
73,118,220,22552,12764248.F
5,48,43,4895,12764451.F
2,42,26,2482,12764651.F
7,10,21,5108,12765052.F
4,21,29,5197,12765059.F
2,10,37,5047,12765070.F
7,91,78,2897,12765671.F
33,79,132,14286,12766295.F
2,38,18,4575,12766363.F
2,11,44,3513,12768153.F
16,24,43,3599,12768182.F
0,20,15,2883,12769013.F
0,40,30,3570,12769087.F
2,26,18,3587,12769107.F
21,13,70,3851,12769168.F
9,8,26,4587,12769201.F
33,16,95,5041,12769203.F
7,28,35,4014,12769493.F
59,263,241,6829,12770806.F
0,37,30,3016,12771065.F
2,15,19,2129,12771272.F
8,6,26,3511,12771633.F
5,7,40,3763,12771647.F
8,20,37,3337,12771648.F
1,13,24,2881,12771651.F
3,37,34,5069,12771795.F
5,23,43,5164,12771796.F
219,56,42,7739,12771920.F
216,50,54,11284,12772470.F
9,8,31,1676,12778381.F
27,231,234,6508,12778484.F
1,34,19,4590,12778605.F
2,28,17,2143,12779397.F
4,9,33,4328,12779426.F
4,21,31,2890,12780302.F
7,20,29,3518,12780450.F
2,13,14,1795,12780476.F
1,34,14,3298,12782031.F
4,24,30,2042,12782056.F
0,6,4,827,12782137.F
1,33,42,3687,12782287.F
13,16,48,3163,12783072.F
3,7,28,1452,12783126.F
5,19,37,2278,12783136.F
1,24,56,2798,12783144.F
0,16,20,2522,12783217.F
1,21,10,4156,12783368.F
0,30,15,1658,12783546.F
9,85,110,4148,12784324.F
2,12,20,2381,12784364.F
0,30,14,5075,12784416.F
2,3,16,3069,12784649.F
4,27,64,4130,12785382.F
1,16,8,2174,12786904.F
2,24,17,1509,12788463.F
13,21,38,2805,12788549.F
1,23,51,4359,12789235.F
10,11,83,5192,12789704.F
24,29,122,4788,12789706.F
43,12,128,4769,12789707.F
39,40,123,5236,12789711.F
0,4,21,2226,12789726.F
1,5,28,2874,12789727.F
2,6,31,2221,12789728.F
1,15,17,2159,12789729.F
39,50,228,20250,12790058.F
16,29,27,4422,12790670.F
7,56,88,2512,12790766.F
2,21,65,3156,12790789.F
15,15,52,3583,12790975.F
6,9,53,2651,12790979.F
10,24,70,4076,12790985.F
3,33,35,3202,12791074.F
5,125,46,2192,12791207.F
4,27,13,3827,12791610.F
2,24,45,6136,12791615.F
7,55,20,5324,12791616.F
1,46,31,971,12791909.F
2,3,29,2306,12791956.F
14,18,65,6911,12792191.F
60,48,43,4614,12792255.F
6,12,17,753,12792326.F
6,8,26,3859,12792474.F
27,6,41,4619,12792475.F
4,27,60,1197,12792504.F
63,43,102,5542,12792566.F
44,60,230,9241,12792766.F
10,3,24,3250,12803050.F
0,20,23,3278,12803153.F
34,186,170,5807,12804362.F
70,12,47,5971,12804646.F
2,27,7,1629,12805955.F
2,32,19,4196,12806883.F
6,21,29,4823,12807022.F
2,41,43,4670,12807032.F
3,31,29,4397,1280754.F
18,55,114,9177,12808139.F
25,4,37,1979,12808636.F
6,60,110,3167,12809033.F
46,83,149,14191,12809348.F
6,36,87,7240,12809777.F
5,28,13,3486,12810343.F
19,15,50,4386,12810370.F
3,38,15,4388,12810724.F
1,6,13,3279,12810780.F
1,38,25,4857,12810784.F
31,171,245,5223,12810785.F
0,16,17,1179,12810853.F
19,184,113,5257,12810998.F
0,15,11,3009,12811043.F
2,21,9,3112,12811059.F
0,7,17,3540,12811060.F
4,14,13,2809,12811218.F
2,23,27,1804,12811772.F
6,40,50,4732,12812376.F
6,9,51,3999,12812469.F
0,41,29,3297,12812660.F
1,38,16,2350,12812839.F
14,6,43,3479,12812858.F
8,23,62,4521,12812864.F
11,48,56,5545,12812870.F
7,15,43,2743,12812882.F
1,51,13,1873,12813365.F
3,23,9,3005,12814171.F
2,18,3,1709,12814888.F
21,75,134,3087,12814893.F
3,21,49,5207,12814957.F
1,16,48,4918,12814960.F
2,31,36,4539,12814970.F
2,24,49,4562,12814975.F
16,42,155,4421,12814990.F
3,50,27,6570,12815623.F
2,7,34,2767,12816035.F
1,24,50,2655,12816040.F
2,27,24,4510,12816189.F
110,201,183,15567,12817645.F
0,23,33,3509,12823347.F
6,13,35,4976,12823350.F
3,25,10,3126,12823434.F
2,7,14,3874,12825457.F
0,6,10,2782,12825907.F
6,34,63,4673,12825968.F
1,14,29,3134,12826561.F
162,24,44,4646,12827353.F
1,18,29,3447,12827386.F
4,40,52,4864,12827488.F
11,36,69,5741,12827489.F
31,155,182,5673,12827645.F
4,6,57,2926,12827677.F
8,10,30,2782,12827812.F
3,15,14,1959,12827813.F
2,6,21,3533,12828243.F
4,10,26,5362,12828376.F
7,9,12,3861,12828900.F
8,10,42,3860,12828908.F
12,21,45,3684,12828918.F
5,16,34,3347,12828926.F
1,22,34,4681,12829518.F
0,8,8,1637,12829776.F
0,45,43,4845,12829788.F
2,9,14,3514,12829795.F
6,41,34,5355,12829796.F
2,27,18,2886,12829901.F
0,17,1,1555,12830142.F
14,23,45,5516,12830153.F
1,11,19,3161,12830196.F
2,42,19,2375,12830215.F
7,34,37,4389,12830265.F
6,36,25,2989,12830310.F
4,15,70,3879,12830336.F
0,11,6,1153,12830565.F
6,25,17,3984,12830685.F
0,30,14,1339,12831291.F
5,11,24,4244,12831401.F
1,5,72,3357,12831553.F
11,85,136,3904,12832185.F
2,11,11,3291,12832355.F
4,10,26,5301,12832373.F
1,6,32,4653,12832395.F
7,115,55,2408,12832430.F
6,16,23,3215,12833554.F
7,28,8,3694,12833651.F
2,7,33,1744,12833656.F
6,5,28,3484,12833814.F
5,19,17,3385,12833880.F
16,82,124,10049,12833924.F
205,12,31,2810,12833950.F
2,61,8,3929,12834192.F
0,16,29,4476,12834199.F
3,16,22,2395,12834206.F
0,6,9,1994,12834209.F
1,15,20,2261,12834211.F
13,42,112,8909,12834519.F
17,167,185,6337,12837119.F
1,8,20,2034,12837182.F
0,16,17,1897,12837229.F
0,4,21,3182,12837345.F
2,7,28,3214,12838293.F
4,13,10,1485,12838582.F
37,18,124,8137,12838613.F
2,4,4,2013,12839511.F
4,7,26,2142,12839521.F
0,21,24,2722,12839527.F
3,23,28,2332,12839536.F
0,9,16,1539,12840165.F
0,16,15,1333,12840208.F
3,10,27,1780,12840238.F
3,14,19,2135,12840239.F
12,8,80,5526,12844333.F
13,21,35,5191,12844351.F
7,18,48,5098,12844353.F
4,22,34,4369,12844354.F
9,25,39,4654,12844356.F
8,25,55,6333,12844499.F
11,34,24,3456,12844551.F
2,8,31,4457,12844870.F
53,28,49,3601,12844947.F
0,3,39,4345,12845122.F
2,37,41,5411,12845171.F
1,10,20,3706,12845324.F
11,37,48,4305,12845338.F
8,25,33,4246,12845349.F
0,6,2,781,12845492.F
1,26,18,3150,12845812.F
5,18,16,4529,12845884.F
2,11,31,2481,12845919.F
5,11,52,2903,12845929.F
5,7,19,4212,12845969.F
4,21,25,4316,12846258.F
1,32,21,2631,12846364.F
8,6,52,5215,12846455.F
22,251,229,7196,12846463.F
0,28,23,3866,12846465.F
1,37,32,3646,12846466.F
113,25,108,7748,12846481.F
3,16,21,4578,12846597.F
12,17,40,4340,12846598.F
7,11,49,3954,12847016.F
0,27,33,3490,12847017.F
0,8,35,3373,12847018.F
2,23,34,4582,12847265.F
19,26,31,1975,12847377.F
31,58,152,7318,12848746.F
3,24,15,3309,12848747.F
4,14,19,3510,12848749.F
13,23,215,8152,12848753.F
1,13,24,3379,12848775.F
11,35,31,4364,12848797.F
7,35,11,3837,12848798.F
32,56,83,3701,12848801.F
113,126,449,19941,12848806.F
0,44,24,3303,12849066.F
35,22,37,3255,12849086.F
4,17,31,2649,12849279.F
53,24,31,4206,12849283.F
2,8,27,4574,12849316.F
3,45,53,3266,12849387.F
11,13,62,3502,12849408.F
1,8,19,3376,12849488.F
12,20,47,3868,12849490.F
8,25,18,3544,12849492.F
9,19,8,3539,12849499.F
1,11,31,2648,12849512.F
2,22,27,3160,12849572.F
4,43,36,4012,12849646.F
1,30,25,3772,12850284.F
5,31,47,2148,12850513.F
3,31,21,4496,12850552.F
1,13,10,1611,12850656.F
58,362,349,13749,12850952.F
9,2,33,2195,12851008.F
7,18,78,7150,12851207.F
1,8,20,1281,12851208.F
0,12,9,1629,12851209.F
2,14,4,1353,12851211.F
16,92,115,11215,12851481.F
3,30,19,3376,12851558.F
0,7,13,3048,12851603.F
2,26,23,2437,12851623.F
2,34,23,3862,12851632.F
3,19,23,4389,12851643.F
18,66,172,9487,12851934.F
2,21,84,4455,12852058.F
5,10,12,3623,12852261.F
2,8,45,4953,12852302.F
4,11,73,6313,12852330.F
3,10,45,4780,12852332.F
1,29,26,4832,12852334.F
47,79,159,11733,12852918.F
18,12,63,4254,12854193.F
8,20,29,3224,12854197.F
10,25,31,3274,12854201.F
4,21,58,4025,12854227.F
9,37,87,7452,12854231.F
6,11,33,3448,12855658.F
0,4,23,2050,12855731.F
0,31,28,2699,12855749.F
3,17,23,1975,12855764.F
2,28,16,2814,12856579.F
16,29,58,4288,12856858.F
7,28,70,4512,12856866.F
23,62,48,4815,12856872.F
9,48,54,4397,12856880.F
5,13,37,4305,12857391.F
5,28,60,4318,12861420.F
1,10,11,3052,12861689.F
0,20,8,1624,12861740.F
1,21,27,2448,12863906.F
1,19,5,2651,12863961.F
33,7,55,3628,12864752.F
2,39,20,4691,12865276.F
14,31,104,7382,12865278.F
197,50,105,8551,12865303.F
0,12,2,1747,12865462.F
4,22,37,2099,12865488.F
30,124,239,20001,12865645.F
0,17,24,2193,12865780.F
3,10,25,3117,12865781.F
29,59,87,14078,12865897.F
5,14,82,4990,12866091.F
13,92,102,3106,12866915.F
84,17,77,7609,12867057.F
53,38,48,5819,12867062.F
0,47,21,4385,12867077.F
1,44,8,4008,12867079.F
3,55,18,4298,12867084.F
7,10,58,4632,12867246.F
10,12,81,3747,12867253.F
19,26,34,4530,12867258.F
2,24,49,4404,12867268.F
199,55,50,8746,12868165.F
2,18,40,1313,12868169.F
3,9,16,2497,12868341.F
2,14,27,1582,12868504.F
1,11,23,4328,12868735.F
1,11,26,4622,12868805.F
5,8,27,5142,12868807.F
4,23,31,4298,12868808.F
5,32,25,4624,12868809.F
1,37,18,4119,12868859.F
73,89,250,11631,12869056.F
15,50,142,11213,12869234.F
48,26,40,2502,12869390.F
1,11,36,2912,12869428.F
8,18,38,4486,12869557.F
9,26,63,4532,12869558.F
1,15,15,1523,12869887.F
199,44,65,8619,12870297.F
99,193,631,29907,12870850.F
5,38,47,4722,12871045.F
8,10,36,3788,12871686.F
3,35,39,4186,12871702.F
3,20,29,3379,12871706.F
14,34,134,10595,12871982.F
0,2,6,2247,12872194.F
0,9,20,2741,12872425.F
1,27,38,4419,12872432.F
1,22,26,2785,12872440.F
2,13,20,3858,12872458.F
4,12,31,4030,12873179.F
3,9,52,3814,12874916.F
6,25,68,4235,12874945.F
0,15,18,1672,12875468.F
6,18,19,2935,12876381.F
0,13,20,4032,12876485.F
6,10,38,4551,12876499.F
3,30,18,4224,12876513.F
0,4,16,2310,12876752.F
0,13,5,1796,12876759.F
0,14,7,1586,12876768.F
7,49,39,6199,12876816.F
0,5,13,2300,12876868.F
94,34,133,2929,12876937.F
3,68,41,6166,12876985.F
5,25,19,3880,12877281.F
13,19,48,3273,12877535.F
0,32,13,3000,12877555.F
0,13,17,1582,12877749.F
13,2,5,1392,12877770.F
9,22,41,3562,12877807.F
48,51,145,8540,12877826.F
3,56,29,5799,12877913.F
14,33,76,4135,12877920.F
6,40,84,6392,12879030.F
15,26,93,6093,12879043.F
12,49,99,5886,12879047.F
0,3,10,1644,12882284.F
0,4,5,1660,12882388.F
0,11,8,1562,12882424.F
10,25,53,3881,12882593.F
2,44,30,2459,12882635.F
40,8,87,6163,12882848.F
6,23,34,2853,12883120.F
5,16,30,2920,12883126.F
4,24,12,3786,12883155.F
31,97,91,16091,12883329.F
7,9,26,3866,12883698.F
17,39,37,6210,12883699.F
11,41,35,5228,12883700.F
10,37,41,5414,12883701.F
2,26,20,2740,12884402.F
3,12,64,5368,12884680.F
0,9,23,4205,12884683.F
2,13,47,4151,12884714.F
2,24,48,4494,12884715.F
1,23,33,3572,12885761.F
2,9,12,2628,12891651.F
2,7,11,1543,12891676.F
1,17,8,2038,12891705.F
1,12,8,1799,12891722.F
1,16,12,2349,12893118.F
2,11,25,3684,12893140.F
2,6,16,2793,12893156.F
6,7,26,2472,12893167.F
1,12,10,2172,12893170.F
0,12,10,2341,12893174.F
1,21,22,2833,12893248.F
2,23,21,3215,12893385.F
5,30,70,6281,12893388.F
4,28,56,3387,12893391.F
47,174,197,6275,12893606.F
78,113,312,19753,12893739.F
56,49,158,11257,12893747.F
1,13,9,2646,12893818.F
9,20,12,3352,12893821.F
1,33,11,3902,12893836.F
1,15,7,2410,12893839.F
10,54,28,8324,12893840.F
4,16,89,3862,12894001.F
0,3,26,2942,12894271.F
9,55,41,4994,12894833.F
289,38,25,6634,12895011.F
0,12,17,1931,12896032.F
10,39,55,5106,12896100.F
1,34,24,2118,12896218.F
48,4,25,3147,12896396.F
3,9,37,2403,12896408.F
1,21,40,3149,12896420.F
11,26,23,2956,12896612.F
4,11,68,4045,12896907.F
9,45,82,3232,12896980.F
1,10,22,2869,12897904.F
27,21,22,1499,12898119.F
6,13,38,3412,12898343.F
5,12,39,4595,12898745.F
2,20,15,2823,12900673.F
7,18,25,5031,12900791.F
7,1,12,1364,12901266.F
8,16,41,2745,12901736.F
4,15,28,5019,12901817.F
5,9,55,6310,12902455.F
48,1,23,2328,12903450.F
3,8,22,2857,12903585.F
5,30,87,4115,12903641.F
1,16,17,1406,12904294.F
6,20,24,3266,12904947.F
6,71,43,5402,12904954.F
45,257,229,7795,12904985.F
112,72,242,13608,12905078.F
1,2,24,1778,12905752.F
7,17,81,5091,12906330.F
0,39,16,1187,12906344.F
0,25,45,3148,12906633.F
0,1,16,891,12906634.F
2,30,58,2854,12906635.F
15,64,127,3352,12906759.F
1,11,16,4236,12906806.F
23,14,114,4629,12907977.F
1,7,7,1010,12908098.F
5,10,78,4410,12908185.F
8,42,45,5639,12908444.F
10,36,33,4989,12908450.F
25,33,63,5625,12908465.F
9,17,37,6378,12908477.F
3,24,39,4584,12908786.F
0,16,12,3487,12908913.F
12,33,74,4613,12909002.F
7,131,112,4640,12909165.F
66,70,272,21855,12909295.F
11,20,42,1885,12909356.F
16,29,66,4371,12909368.F
3,28,41,4566,12909391.F
26,48,73,3423,12909903.F
2,31,68,5411,12909956.F
1,13,13,2119,12910048.F
4,14,9,1745,12910049.F
3,13,15,1891,12910059.F
2,15,34,4156,12910060.F
1,15,19,2991,12910061.F
0,12,34,4337,12910077.F
1,14,22,3361,12910082.F
3,20,11,3894,12912581.F
5,13,26,2846,12912582.F
2,22,21,2541,12913051.F
0,22,24,1138,12913497.F
0,31,18,3983,12913550.F
10,47,20,5772,12913551.F
8,21,19,3852,12913763.F
37,58,79,9103,12914093.F
3,4,3,2091,12914274.F
1,27,21,3017,12914275.F
8,23,20,2764,12914276.F
3,8,18,2658,12914490.F
69,32,80,4658,12916367.F
0,8,6,1970,12917165.F
1,10,14,2296,12917176.F
12,56,125,3685,12917246.F
4,16,20,3243,12917353.F
5,10,22,1453,12917378.F
12,32,97,4991,12917421.F
7,24,44,4105,12917432.F
20,41,56,6907,12917546.F
28,69,65,8798,12917559.F
12,12,124,5798,12918672.F
1,14,29,4956,12919210.F
16,56,167,14856,12919223.F
40,72,73,7329,12919670.F
2,19,37,3182,12919962.F
10,10,41,4649,12920175.F
0,31,29,3899,12920182.F
13,3,26,2045,12920186.F
2,17,19,2544,12920378.F
15,112,181,11598,12920469.F
0,27,32,3196,12920523.F
3,16,32,2884,12920526.F
7,6,45,3745,12920581.F
1,22,16,2731,12920710.F
0,22,18,2567,12920711.F
2,9,30,3717,12920713.F
1,8,28,4400,12920714.F
5,28,65,1386,12922090.F
5,46,89,4592,12922110.F
1,3,13,2986,12922189.F
11,26,47,3915,12922190.F
8,46,52,6455,12922204.F
3,39,42,3915,12922217.F
1,11,20,2814,12922218.F
7,56,33,1946,12922693.F
0,8,23,4021,12923063.F
1,19,22,4227,12923096.F
11,23,19,1715,12923661.F
1,3,22,3429,12923857.F
3,4,45,3436,12923947.F
0,27,26,3989,12923948.F
0,8,18,3826,12923949.F
2,27,38,4156,12923950.F
14,43,48,2340,12924027.F
0,13,10,1755,12924626.F
0,7,4,848,12924629.F
1,6,4,1440,12924632.F
4,23,33,3766,12925036.F
5,27,44,4170,12925038.F
3,35,24,3648,12925040.F
0,24,13,2754,12925041.F
0,9,9,751,12925086.F
76,40,246,16800,12925156.F
2,2,20,1833,12925345.F
7,9,46,3576,12925439.F
0,20,15,2777,12925443.F
5,3,16,2179,12925446.F
28,8,52,4552,12925501.F
63,3,14,2838,12925788.F
91,6,14,3451,12925806.F
0,17,16,2608,12925816.F
16,53,81,3677,12925872.F
1,5,1,1493,12927272.F
1,14,27,3402,12927408.F
1,31,47,4616,12927410.F
1,19,19,2549,12927411.F
4,24,22,3651,12927412.F
22,15,39,2823,12927413.F
0,7,11,2524,12932689.F
4,8,42,3345,12932711.F
1,14,28,4251,12932731.F
0,78,23,2169,12932742.F
3,18,47,3092,12932746.F
7,75,91,3321,12932778.F
0,2,3,853,12932921.F
0,3,17,2342,12932926.F
4,24,30,919,12933059.F
13,67,103,3236,12933114.F
2,16,15,1849,12933150.F
0,5,6,1487,12933157.F
7,36,35,4599,12933184.F
40,97,125,4699,12933197.F
2,27,46,3623,12933206.F
1,15,18,1274,12933297.F
1,11,15,3518,12933360.F
1,9,14,3649,12933365.F
1,25,27,3750,12933372.F
1,27,9,3830,12933374.F
4,16,31,1622,12933564.F
6,16,21,1130,12933566.F
6,12,24,1198,12933568.F
2,11,16,1239,12933569.F
3,32,133,10789,12933851.F
31,104,178,4236,12933852.F
5,14,18,3652,12933900.F
0,24,24,3514,12933923.F
2,8,12,1620,12934032.F
4,4,25,2313,12934084.F
0,5,7,3894,12934143.F
4,4,50,4656,12934145.F
2,23,21,3971,12934146.F
1,8,25,1456,12934337.F
1,10,15,1051,12934338.F
0,6,20,1440,12934368.F
3,10,28,1015,12934369.F
0,7,19,1901,12934433.F
0,16,10,1925,12934475.F
0,6,4,1217,12934476.F
0,11,25,654,12934689.F
3,10,46,4440,12934811.F
6,18,47,4410,12934813.F
0,25,77,4077,12934814.F
3,23,47,3554,12934830.F
0,10,14,1800,12934916.F
4,20,7,2127,12934921.F
25,212,191,7133,12935053.F
17,50,137,2385,12935146.F
1,37,11,846,12935186.F
15,10,39,5765,12935256.F
4,14,22,3752,12935290.F
3,10,37,2811,12935306.F
5,13,28,4341,12935327.F
5,14,50,4291,12935330.F
3,14,31,4102,12935332.F
0,34,38,4330,12935333.F
6,29,110,2553,12935350.F
2,17,36,3707,12935363.F
8,19,58,4401,12935364.F
23,49,55,4404,12935365.F
15,40,47,4311,12935366.F
34,165,214,7112,12935428.F
64,30,87,4883,12935844.F
0,11,7,1487,12936515.F
4,4,4,1573,12936517.F
2,18,9,1755,12936527.F
3,3,20,2464,12936949.F
6,7,43,2740,12936952.F
2,16,25,2459,12936953.F
2,18,20,3194,12936954.F
65,41,121,10473,12937087.F
6,9,50,4358,12937101.F
18,17,42,3604,12937104.F
13,26,33,3932,12937108.F
0,48,19,1576,12937122.F
3,5,72,6380,12937134.F
1,43,58,3479,12937241.F
133,50,142,8060,12937830.F
5,10,33,2972,12941586.F
8,16,22,3077,12941592.F
4,16,29,3563,12941604.F
4,32,34,3597,12941609.F
6,15,42,4410,12941610.F
4,6,21,3778,12941613.F
6,9,38,5229,12941614.F
5,28,22,4269,12941615.F
4,24,40,4616,12941616.F
4,6,12,1989,12941835.F
2,15,22,2177,12941837.F
2,22,32,2399,12941838.F
4,9,20,2545,12941839.F
6,11,30,3739,12941841.F
5,18,42,3413,12942069.F
6,43,45,3914,12942070.F
0,60,20,3307,12942071.F
3,24,10,2033,12942074.F
4,12,27,2141,12942076.F
1,11,17,1287,12942077.F
3,15,14,1598,12942078.F
1,21,31,3033,12942086.F
13,30,54,3794,12942088.F
16,41,57,3226,12942089.F
2,28,35,3460,12942090.F
0,4,6,2583,12942701.F
33,57,198,8113,12942760.F
3,49,19,4278,12942858.F
3,48,20,4494,12942860.F
7,20,33,4611,12942861.F
0,36,40,2761,12942881.F
4,31,26,5494,12942899.F
2,25,25,3486,12942903.F
82,22,14,3262,12943117.F
13,62,54,6790,12943121.F
29,46,294,14855,12943125.F
14,50,122,8170,12943127.F
9,10,50,4569,12943261.F
9,18,54,3783,12943262.F
4,31,21,3934,12943264.F
4,27,35,4281,12943268.F
