diversity,equity,inclusion,document_length,Doc_ID
14,21,42,3999,12943275.F
5,18,19,2031,12943290.F
2,8,18,2059,12943291.F
2,10,22,3601,12943411.F
7,16,49,4064,12943412.F
9,33,35,4556,12943414.F
0,40,28,3708,12943415.F
2,26,18,4296,12943436.F
1,9,62,3063,12943522.F
33,28,41,4535,12943554.F
18,44,69,4933,12943555.F
25,40,61,3670,12943556.F
6,47,32,3682,12943566.F
7,44,48,1290,12943580.F
26,19,70,3594,12943743.F
20,29,55,4113,12943745.F
1,3,29,2756,12943805.F
1,22,16,2382,12943808.F
3,8,41,2537,12943809.F
1,4,23,1963,12943810.F
2,25,15,2807,12943811.F
5,17,19,3682,12943907.F
18,147,175,4551,12943948.F
14,2,14,1485,12943980.F
22,19,95,5916,12944146.F
18,14,90,5483,12944150.F
23,21,89,7097,12944219.F
1,9,34,4044,12944301.F
4,10,59,3102,12944334.F
1,15,42,4543,12944352.F
1,32,32,1044,12944508.F
1,17,25,3950,12944707.F
6,47,56,5274,12944708.F
0,18,29,4130,12944712.F
8,12,76,4125,12944713.F
6,16,34,3408,12944724.F
7,16,24,3641,12944726.F
14,40,51,5242,12944727.F
5,22,18,2565,12944729.F
18,78,137,4463,12944798.F
1,8,10,2021,12944832.F
4,14,14,3374,12944839.F
12,37,40,5798,12944842.F
7,7,20,3466,12944908.F
19,121,156,4321,12945071.F
30,7,31,3212,12945125.F
31,7,22,3719,12945134.F
0,20,8,2572,12945160.F
2,32,13,3955,12945163.F
13,84,133,3187,12945169.F
2,16,9,2607,12945215.F
3,19,18,2982,12945301.F
3,5,30,3404,12945303.F
1,3,7,2907,12945305.F
2,6,28,3616,12945306.F
0,28,15,3290,12945307.F
3,23,22,3606,12945308.F
8,23,36,1243,12945309.F
7,13,33,1322,12945379.F
6,5,27,2598,12945390.F
4,51,59,5497,12945391.F
8,30,24,3961,12945392.F
6,24,35,3601,12945393.F
7,38,15,4690,12945400.F
6,24,35,3270,12945462.F
6,24,56,3934,12945467.F
3,29,35,3177,12945468.F
1,63,29,3789,12945480.F
10,92,72,2953,12945498.F
15,12,43,5016,12945629.F
10,37,73,5547,12945636.F
20,133,272,5490,12945725.F
9,16,40,4064,12945923.F
15,16,23,3180,12945997.F
10,11,78,5879,12946202.F
9,28,62,5494,12946203.F
1,9,43,1847,12946291.F
3,1,11,2855,12946292.F
0,10,10,2473,12946298.F
4,5,36,2739,12946301.F
4,17,38,2145,12946306.F
10,15,24,2244,12946307.F
12,9,35,4482,12946314.F
0,10,11,2992,12946339.F
0,30,31,3417,12946346.F
12,26,33,2760,12946359.F
3,29,15,2847,12946368.F
0,14,11,1895,12946379.F
4,21,33,4334,12946455.F
1,14,24,3942,12946478.F
4,10,48,3908,12946485.F
3,26,23,3709,12946490.F
4,25,14,3448,12946495.F
7,15,80,4460,12946657.F
15,25,50,3819,12946668.F
17,47,56,3429,12946669.F
1,46,37,3338,12946670.F
4,6,36,3923,12946720.F
1,7,9,3629,12946772.F
6,5,27,2854,12946779.F
6,12,37,3733,12948618.F
2,3,22,1919,12948823.F
18,101,120,3411,12949180.F
1,20,34,5753,12949497.F
2,5,9,2901,12949498.F
2,13,20,2164,12949499.F
0,21,6,2167,12949500.F
1,69,60,4281,12949692.F
4,12,23,5391,12950582.F
16,131,283,17721,12950637.F
72,12,27,3086,12950797.F
1,101,22,2472,12950853.F
10,20,79,5217,12950862.F
6,22,82,5251,12950865.F
11,48,59,4856,12950910.F
2,11,31,3289,12950911.F
18,33,36,4515,12950912.F
4,24,57,3206,12950916.F
7,27,22,3887,12950919.F
7,21,60,4175,12950967.F
5,22,30,3921,12951010.F
15,29,65,6363,12951104.F
4,12,34,3583,12951296.F
7,16,32,3726,12951297.F
6,18,47,5090,12951302.F
11,39,42,3926,12951303.F
8,25,48,3645,12951338.F
2,10,23,3141,12951396.F
4,15,73,4983,12951614.F
7,3,58,3680,12951618.F
21,26,99,4321,12951620.F
6,28,95,3872,12951626.F
2,29,50,4805,12951633.F
39,1,18,2064,12951636.F
0,8,15,854,12951637.F
3,20,22,4188,12951639.F
1,16,30,4138,12951663.F
10,10,43,4348,12951666.F
2,26,25,4407,12951670.F
2,24,25,3830,12951675.F
6,32,58,2048,12951811.F
0,22,6,752,12951816.F
36,183,302,6762,12951821.F
16,65,90,4085,12951822.F
3,10,35,2188,12951853.F
17,71,120,2635,12951905.F
20,77,292,15722,12951920.F
0,16,6,2070,12951926.F
7,35,63,5446,12951928.F
3,41,43,3643,12951929.F
1,34,45,4483,12951931.F
4,8,6,3965,12951936.F
10,11,50,3348,12951967.F
2,17,17,3396,12951975.F
5,18,17,3158,12951983.F
9,11,56,1296,12952076.F
7,15,27,3308,12952113.F
38,47,144,4645,12952170.F
14,15,26,3897,12952238.F
0,5,5,1905,12952246.F
0,17,22,4590,12952254.F
24,55,42,5536,12952335.F
8,32,84,4309,12952356.F
8,33,78,3043,12952361.F
11,64,115,5138,12952362.F
7,53,63,4065,12952364.F
3,8,36,2169,12952372.F
2,24,20,2258,12952373.F
4,21,36,2374,12952374.F
3,10,35,3241,12952375.F
5,5,38,2842,12952376.F
4,23,17,3531,12952377.F
2,23,31,3498,12952378.F
1,2,15,2277,12952420.F
5,15,22,4177,12952421.F
1,14,29,3887,12952422.F
13,30,37,4505,12952452.F
15,41,50,2137,12952453.F
0,18,12,631,12952466.F
2,20,35,4664,12952467.F
10,6,38,3186,12952468.F
1,11,62,4391,12952472.F
2,13,38,1962,12952564.F
10,13,49,1897,12952565.F
5,10,28,1884,12952578.F
21,12,95,3434,12952586.F
1,13,63,1975,12952588.F
10,37,105,3695,12952589.F
1,14,5,1754,12952638.F
54,1,9,1126,12952663.F
29,164,249,6409,12952675.F
0,10,7,339,12952796.F
2,15,13,2248,12952822.F
13,16,74,3830,12952870.F
9,29,60,4725,12952872.F
8,23,76,4224,12952880.F
74,46,307,17314,12952949.F
2,14,37,4987,12953034.F
2,17,27,3443,12953050.F
129,26,17,4186,12953056.F
593,78,145,14120,12953057.F
2,26,27,5671,12953065.F
10,59,64,1379,12953084.F
0,7,18,4278,12953089.F
1,22,6,597,12953156.F
0,26,21,2777,12953215.F
4,24,27,2965,12953216.F
2,8,25,2190,12953217.F
12,31,30,3148,12953218.F
5,38,35,3055,12953219.F
3,28,42,3335,12953220.F
0,17,19,2048,12953225.F
7,12,25,2705,12953226.F
2,13,9,1544,12953227.F
4,23,54,3047,12953228.F
0,14,17,3120,12953250.F
0,15,10,2678,12953314.F
28,13,51,3598,12953315.F
0,8,5,825,12953328.F
0,31,30,5162,12953385.F
1,9,17,1806,12953408.F
11,10,44,3949,12953459.F
30,99,121,4400,12953467.F
48,392,449,11727,12953468.F
5,8,15,860,12953491.F
33,8,115,9158,12953492.F
2,8,6,2925,12953493.F
886,132,154,20264,12953534.F
4,52,36,2677,12953613.F
0,13,29,1671,12953614.F
0,12,29,1531,12953642.F
3,11,38,4781,12953752.F
1,4,15,3076,12953754.F
0,5,17,2155,12953761.F
1,15,11,3692,12953767.F
2,7,23,2019,12953771.F
2,9,15,1330,12953782.F
0,4,10,1894,12953793.F
1,12,13,1305,12953840.F
34,30,28,3921,12953842.F
10,36,84,6622,12953868.F
0,3,8,2212,12953913.F
97,215,181,7502,12953923.F
92,2,10,1780,12953950.F
3,16,27,3512,12954028.F
1,25,18,3144,12954065.F
3,11,20,3270,12954099.F
9,34,68,5658,12954100.F
15,17,73,4908,12954102.F
7,36,35,3953,12954104.F
1,23,19,3070,12954106.F
2,9,51,3590,12954109.F
4,9,24,4700,12954112.F
17,12,59,4253,12954115.F
16,11,45,3436,12954116.F
21,11,38,2689,12954117.F
16,30,71,3982,12954118.F
6,8,13,2922,12954121.F
7,23,37,5358,12954122.F
7,24,19,3593,12954123.F
2,25,38,4210,12954125.F
12,85,118,3120,12954127.F
5,19,66,2654,12954128.F
6,27,64,3594,12954129.F
10,34,46,2426,12954131.F
2,25,47,2373,12954132.F
0,11,33,1274,12954134.F
2,12,35,1884,12954135.F
1,19,53,1662,12954136.F
1,23,35,1635,12954138.F
3,21,17,3264,12954155.F
0,13,44,2270,12954156.F
4,9,66,2406,12954165.F
3,20,42,2869,12954166.F
1,20,44,3024,12954168.F
14,35,56,2036,12954170.F
0,4,12,1761,12954171.F
2,7,23,2030,12954172.F
1,15,21,2446,12954175.F
8,7,18,2463,12954181.F
2,10,41,3821,12954185.F
1,11,37,4424,12954190.F
1,11,57,3774,12954219.F
4,12,17,2624,12954220.F
4,27,41,3577,12954224.F
2,44,46,3592,12954229.F
0,57,8,1135,12954232.F
1,38,37,3068,12954234.F
1,14,22,3987,12954236.F
0,14,33,2726,12954238.F
6,7,35,2837,12954240.F
5,19,24,1957,12954241.F
3,25,41,3227,12954242.F
1,34,85,2286,12954252.F
1,15,44,1471,12954254.F
6,63,58,4932,12954258.F
8,54,32,5990,12954259.F
3,48,13,5065,12954260.F
1,14,32,4151,12954263.F
2,17,48,4218,12954268.F
3,35,43,5099,12954269.F
3,46,31,5101,12954270.F
1,4,36,2537,12954363.F
2,12,38,4318,12954372.F
25,22,64,3602,12954384.F
34,30,62,3238,12954385.F
16,27,71,3436,12954386.F
10,9,37,2429,12954387.F
4,29,67,3483,12954393.F
3,20,93,3572,12954395.F
1,16,51,3030,12954397.F
1,2,3,942,12954482.F
22,45,68,3051,12954754.F
4,19,41,1083,12954801.F
16,34,61,5879,12954824.F
26,15,41,3545,12954825.F
4,11,32,3446,12954861.F
12,5,39,3799,12954862.F
8,24,54,4069,12954863.F
6,9,9,3896,12954864.F
33,24,32,3934,12954865.F
4,10,17,3783,12954867.F
8,6,36,4417,12954869.F
5,9,21,3937,12954872.F
6,16,42,4418,12954886.F
4,16,47,5238,12954889.F
4,28,39,4008,12954891.F
4,29,63,4736,12954892.F
0,8,11,3391,12954899.F
1,9,12,2714,12954908.F
8,31,54,4725,12954909.F
4,40,40,3243,12954910.F
2,8,3,1859,12954911.F
13,30,80,3905,12954913.F
3,31,74,3669,12954914.F
4,52,70,3722,12954915.F
6,51,59,3700,12954916.F
18,71,115,2611,12954922.F
2,38,20,3268,12954923.F
17,27,30,2203,12954928.F
4,7,32,2391,12954929.F
7,6,20,3400,12954930.F
2,18,36,2340,12954931.F
2,7,48,4258,12954934.F
3,17,21,2162,12954945.F
4,12,34,1901,12954946.F
5,17,15,1581,12954947.F
7,17,14,1711,12954948.F
5,9,17,2696,12954956.F
5,16,27,4271,12954958.F
11,31,45,3689,12954959.F
4,13,16,2883,12954988.F
3,18,65,4197,12955046.F
9,27,29,2099,12955087.F
6,3,50,1813,12955092.F
4,31,54,4272,12957281.F
10,17,25,3336,12957283.F
0,7,19,3072,12957900.F
6,6,81,4369,12957903.F
8,5,60,4937,12957904.F
9,26,62,4589,12957907.F
2,23,61,4282,12957908.F
25,22,91,3146,12958100.F
0,18,18,3927,12958168.F
4,10,38,3447,12958231.F
7,18,41,2571,12958281.F
2,5,1,1430,12958283.F
3,12,38,4660,12958295.F
20,191,312,7820,12958350.F
37,197,184,7366,12958355.F
0,9,27,4140,12958413.F
14,19,56,3480,12958414.F
8,16,9,4166,12958490.F
53,5,19,1800,12958523.F
0,9,20,2689,12958560.F
0,5,18,2942,12958564.F
0,9,7,480,12958567.F
4,27,88,5406,12958569.F
0,4,18,3453,12958570.F
6,8,33,2374,12958571.F
4,52,104,5706,12958572.F
3,34,65,3038,12958573.F
1,6,20,3080,12958574.F
3,5,17,3214,12958575.F
2,10,15,2931,12958576.F
3,9,46,4831,12958578.F
3,14,29,2843,12958582.F
4,3,15,2271,12958583.F
0,17,31,2646,12958585.F
0,3,18,1936,12958586.F
0,3,10,1455,12958593.F
5,29,26,3700,12958595.F
1,33,18,2652,12958598.F
4,6,9,2551,12958607.F
3,5,18,2178,12958611.F
1,35,23,2457,12958612.F
3,2,13,1249,12958613.F
0,7,17,2569,12958614.F
1,8,19,2813,12958615.F
0,3,15,2018,12958616.F
15,10,37,2465,12958620.F
27,11,40,3053,12958621.F
12,6,46,4703,12958622.F
10,3,9,1618,12958623.F
11,12,62,4228,12958624.F
18,20,70,2874,12958654.F
8,11,57,2922,12958656.F
5,21,44,4160,12958658.F
2,26,55,4275,12958659.F
1,6,10,1719,12958666.F
5,13,27,4444,12958668.F
9,17,21,4763,12958669.F
3,6,35,3813,12958693.F
39,96,197,4642,12958730.F
2,11,12,4153,12958770.F
3,45,23,4425,12958771.F
2,13,16,3130,12958772.F
6,12,41,4336,12958774.F
2,24,66,3092,12958801.F
9,33,41,2470,12958803.F
0,32,20,1751,12958805.F
0,16,5,888,12958807.F
2,13,37,1569,12958816.F
4,11,43,2251,12958818.F
1,19,37,2190,12958821.F
3,28,88,2832,12958822.F
10,11,36,3443,12958824.F
6,20,24,1228,12958825.F
2,17,20,2675,12958830.F
10,23,44,3760,12958831.F
0,4,11,773,12958834.F
0,5,12,689,12958836.F
1,27,23,5421,12958842.F
3,10,36,2659,12958846.F
1,13,28,2685,12958848.F
3,24,49,3306,12958850.F
3,21,18,2706,12958853.F
28,24,181,8151,12958856.F
1,8,18,1504,12958862.F
5,28,48,5238,12958865.F
2,13,64,2819,12958868.F
9,9,88,3274,12958869.F
5,23,70,2758,12958871.F
6,24,48,2392,12958873.F
41,10,41,3513,12958910.F
0,3,20,1927,12958911.F
3,12,40,2700,12958913.F
4,21,29,2779,12958915.F
3,24,32,4410,12958951.F
7,31,40,4272,12958952.F
4,19,43,4147,12958954.F
4,42,52,4106,12958955.F
3,12,19,3936,12958959.F
0,25,34,5224,12958962.F
1,18,24,4609,12958966.F
3,29,26,4182,12958969.F
15,19,38,3761,12958970.F
2,21,36,3749,12958972.F
13,2,17,1874,12958982.F
0,2,12,2650,12958984.F
2,17,32,3462,12958986.F
4,21,46,3612,12958988.F
5,24,49,3681,12958989.F
4,26,31,3102,12958990.F
3,32,23,3457,12958993.F
0,3,4,1512,12959132.F
9,81,91,2953,12959206.F
9,124,132,4039,12959207.F
0,8,36,3791,12959239.F
2,10,37,3953,12959240.F
4,15,29,3465,12959241.F
1,29,36,4918,12959242.F
3,15,21,4855,12959245.F
13,23,45,5645,12959247.F
13,14,70,3839,12959481.F
4,10,19,4039,12959519.F
2,1,10,2867,12959576.F
20,111,135,4251,12959688.F
4,125,52,3170,12959781.F
1,10,34,4147,12959825.F
0,19,36,4742,12959834.F
7,20,24,3989,12959835.F
0,56,31,3646,12959836.F
0,22,20,3556,12959837.F
3,6,19,2966,12959845.F
3,13,73,4598,12959851.F
3,31,32,985,12959853.F
21,38,66,2689,12959864.F
0,17,51,4885,12959879.F
1,14,42,2237,12959886.F
0,21,15,876,12959888.F
27,14,26,2791,12959907.F
77,12,48,6242,12959949.F
5,14,30,3314,12959951.F
0,2,18,1955,12959953.F
2,4,4,2250,12959955.F
0,5,29,2589,12959958.F
8,10,20,2890,12959960.F
0,4,28,3371,12959965.F
5,10,81,4028,12959970.F
2,6,41,3457,12959971.F
1,9,22,2464,12959978.F
2,3,26,4223,12960000.F
10,8,70,4491,12960002.F
2,24,60,4323,12960003.F
1,22,36,4380,12960004.F
0,12,39,2063,12960005.F
16,12,87,4416,12960007.F
6,24,97,4300,12960008.F
4,28,68,3890,12960009.F
1,10,15,2519,12960010.F
1,13,22,3052,12960012.F
10,24,46,3287,12960013.F
3,36,54,3538,12960014.F
2,44,41,3431,12960015.F
5,25,15,2900,12960016.F
3,16,54,4513,12960020.F
1,7,19,1601,12960039.F
0,7,15,2576,12960044.F
0,15,9,1542,12960054.F
1,12,14,1604,12960056.F
0,15,10,3754,12960064.F
3,69,70,1855,12960075.F
5,60,61,3533,12960107.F
2,13,20,3470,12960130.F
0,3,12,2409,12960140.F
2,25,26,4014,12960144.F
2,6,35,3330,12960148.F
1,18,18,4118,12960151.F
14,30,40,4099,12960165.F
29,9,54,2602,12960168.F
43,27,65,3792,12960170.F
68,22,36,4023,12960174.F
6,33,10,3438,12960198.F
5,2,29,1529,12960307.F
0,4,12,1561,12960362.F
5,6,10,1992,12960488.F
68,59,125,3699,12960502.F
12,6,28,4582,12960544.F
7,4,37,1918,12960545.F
6,52,29,2341,12960553.F
6,6,20,4979,12960565.F
9,13,44,4506,12960569.F
8,70,59,11042,12960577.F
10,4,23,2613,12960579.F
28,5,49,3196,12960669.F
0,21,26,3345,12960845.F
3,22,20,2802,12960856.F
0,17,12,2999,12960999.F
4,20,43,3571,12961014.F
2,26,17,2446,12961019.F
7,5,14,2824,12961038.F
1,4,7,1808,12961063.F
7,4,28,1723,12961076.F
4,20,16,3246,12961090.F
4,5,29,1523,12961091.F
0,14,51,2741,12961106.F
0,17,4,2843,12961122.F
6,3,6,2402,12961123.F
9,20,15,3736,12961124.F
0,5,10,2856,12961287.F
2,5,7,2423,12961301.F
6,11,10,3078,12961362.F
3,6,26,2510,12961370.F
33,19,57,3838,12961381.F
3,7,30,4221,12961384.F
5,21,39,4994,12961388.F
7,43,43,5595,12961389.F
7,40,41,5108,12961390.F
5,3,13,3289,12961395.F
18,2,8,1803,12961396.F
4,4,19,1523,12961401.F
4,6,25,3241,12961426.F
3,16,42,3396,12961428.F
1,30,49,3099,12961430.F
5,25,34,3158,12961453.F
7,14,25,3070,12961464.F
5,16,26,2950,12961468.F
5,19,12,2017,12961483.F
1,14,20,1890,12961500.F
12,12,59,4419,12961579.F
12,11,66,4155,12961581.F
6,21,56,4352,12961582.F
16,18,46,4332,12961585.F
1,14,30,4218,12961688.F
3,3,67,2722,12961689.F
12,19,137,3847,12961690.F
8,23,95,3391,12961691.F
5,19,75,2822,12961693.F
60,11,85,3194,12961698.F
0,12,16,3866,12961709.F
2,7,23,4214,12961712.F
3,11,30,3188,12961713.F
20,105,295,13180,12961714.F
0,8,19,3236,12961719.F
26,7,10,1860,12961731.F
0,6,26,4239,12961740.F
4,46,15,1053,12961751.F
5,1,15,2580,12961752.F
2,15,12,1968,12961761.F
5,8,39,3679,12961820.F
1,14,49,4308,12961865.F
2,16,5,3492,12961897.F
3,8,24,3157,12961937.F
2,8,25,2721,12961996.F
5,10,42,1194,12962043.F
3,5,44,4079,12962147.F
1,41,21,5144,12962307.F
2,7,18,2609,12962323.F
1,23,30,2559,12962354.F
3,10,59,4027,12962360.F
5,16,14,2932,12962366.F
4,14,19,2623,12962372.F
3,16,22,2826,12962375.F
11,25,65,7078,12962386.F
4,31,29,6125,12962457.F
3,24,45,4781,12962458.F
2,18,45,6293,12962459.F
1,49,24,3748,12962460.F
2,43,28,3046,12962491.F
0,8,18,3893,12962529.F
73,4,11,1744,12962533.F
25,7,44,4056,12962545.F
1,9,25,4523,12962607.F
23,4,19,2066,12962632.F
27,9,39,3059,12962642.F
210,16,63,7310,12962652.F
4,13,45,5470,12962653.F
38,4,24,2018,12962654.F
22,19,68,4450,12962656.F
2,16,37,6696,12962660.F
1,29,20,3141,12962665.F
5,4,59,4779,12962670.F
44,10,34,3618,12962678.F
5,10,24,2272,12962685.F
2,15,33,3668,12962693.F
3,12,18,3720,12962697.F
1,28,18,3819,12962700.F
4,28,24,6598,12962701.F
3,55,18,4720,12962702.F
5,35,20,4224,12962703.F
2,4,7,2942,12962712.F
4,17,39,5711,12962717.F
12,16,120,4743,12962718.F
2,5,14,1819,12962720.F
11,2,25,3980,12962722.F
17,9,20,2026,12962732.F
3,7,26,1629,12962738.F
7,7,20,2283,12962741.F
12,22,41,2670,12962743.F
16,24,29,2653,12962745.F
1,13,51,4138,12962748.F
3,19,20,3090,12962790.F
6,22,55,4515,12962807.F
28,50,338,11451,12962808.F
6,43,75,4194,12962809.F
14,29,67,3952,12962810.F
5,29,75,2907,12962815.F
2,22,18,4072,12962816.F
7,36,78,3458,12962818.F
3,31,87,3710,12962819.F
1,17,51,1920,12962821.F
7,11,35,4650,12962823.F
0,4,18,2014,12962825.F
36,2,29,3427,12962827.F
7,5,14,2339,12962829.F
83,13,58,4797,12962832.F
0,11,33,2343,12962835.F
18,11,57,3122,12962838.F
12,17,61,2609,12962839.F
11,22,48,2964,12962842.F
0,20,26,2304,12962845.F
0,6,25,3977,12962846.F
2,15,40,2760,12962848.F
0,22,21,2024,12962850.F
4,29,26,2703,12962853.F
8,4,27,3509,12962858.F
1,6,20,2482,12962860.F
19,19,61,3999,12962862.F
37,21,72,4655,12962863.F
4,24,69,4188,12962923.F
14,6,34,3531,12963043.F
22,2,31,1283,12963057.F
19,10,54,3547,12963085.F
5,18,34,4885,12963098.F
2,9,33,2911,12963104.F
4,9,13,3715,12963128.F
9,8,33,3287,12963151.F
3,20,36,3668,12963159.F
1,4,26,3401,12963170.F
2,27,20,2873,12963353.F
5,11,25,2373,12963419.F
6,5,23,2576,12963424.F
0,5,9,2527,12963428.F
13,6,47,2678,12963437.F
4,3,30,2394,12963441.F
1,5,27,2430,12963444.F
10,8,52,2892,12963451.F
3,17,23,2232,12963455.F
2,4,10,2304,12963463.F
14,9,53,2710,12963464.F
3,10,70,2851,12963474.F
14,12,20,3036,12963492.F
14,3,31,2320,12963516.F
5,27,47,1364,12963517.F
3,23,20,3002,12963518.F
15,2,41,1602,12963525.F
68,143,321,8949,12963565.F
51,7,33,3354,12963701.F
32,13,41,3298,12963705.F
65,10,25,3201,12963874.F
16,36,60,4118,12963878.F
13,1,19,2681,12963880.F
35,2,15,1483,12963881.F
0,3,1,2022,12963891.F
0,11,26,1574,12963914.F
25,320,218,6675,12964097.F
17,28,85,5160,12964113.F
75,31,44,8247,12964114.F
6,43,61,5066,12964116.F
8,54,63,6445,12964122.F
13,106,66,3305,12964142.F
4,70,124,12178,12964170.F
12,63,142,9678,12964178.F
4,64,103,9718,12964179.F
15,11,44,4707,12964200.F
34,37,164,15611,12964207.F
32,11,25,3351,12964312.F
1,7,36,2946,12964322.F
13,12,45,4023,12964338.F
67,12,28,3582,12964394.F
1,3,24,3836,12964405.F
4,25,48,3901,12964411.F
1,6,44,2727,12964429.F
67,46,248,13182,12964435.F
4,7,11,3267,12964454.F
2,5,6,2529,12964459.F
3,16,25,5206,12964470.F
0,5,4,718,12964503.F
0,10,13,3008,12964553.F
11,21,65,1386,12964555.F
2,2,23,1856,12964557.F
11,6,29,1530,12964558.F
0,7,20,1189,12964563.F
2,26,16,4834,12964565.F
0,5,31,2315,12964566.F
1,3,40,2246,12964635.F
2,21,39,2744,12964724.F
2,9,19,2651,12964726.F
16,48,74,1980,12964752.F
1,17,60,3221,12964891.F
7,30,72,3733,12964922.F
10,42,135,10692,12964932.F
4,9,17,2984,12964938.F
6,8,31,1672,12964940.F
0,3,16,2758,12964950.F
3,10,42,2438,12964952.F
0,21,42,2465,12964953.F
5,13,73,3314,12964956.F
3,40,88,3346,12964958.F
19,20,81,3087,12964960.F
5,5,49,2342,12964963.F
16,13,93,4590,12964965.F
14,19,78,3753,12964968.F
6,34,56,3917,12964971.F
33,3,32,3054,12964975.F
1,6,32,3507,12964976.F
1,18,7,2783,12964992.F
11,12,35,3024,12965001.F
4,19,60,3377,12965003.F
2,19,48,3152,12965005.F
2,6,24,4132,12965018.F
1,9,23,2780,12965075.F
2,10,25,4121,12965119.F
0,15,12,4628,12965239.F
7,21,29,2776,12965301.F
0,21,15,2021,12965443.F
1,15,11,3145,12965464.F
1,12,39,4457,12965477.F
9,13,11,3826,12965658.F
0,18,8,2153,12965659.F
0,28,9,2690,12968065.F
0,6,12,1233,12968296.F
4,29,42,3400,12968298.F
0,9,5,1429,12968300.F
1,9,11,2950,12968312.F
3,7,23,3958,12968432.F
1,21,19,1801,12968437.F
34,6,32,3751,12968448.F
19,18,16,2986,12968449.F
25,32,19,4126,12968450.F
0,2,1,1057,12968455.F
8,19,62,6067,12968465.F
4,7,2,3434,12968477.F
5,9,35,3896,12968562.F
4,16,40,3497,12968568.F
7,17,26,3844,12968578.F
2,16,41,2667,12968652.F
91,7,29,3897,12968659.F
22,28,26,3466,12968674.F
11,10,15,2761,12968681.F
0,9,8,3686,12968682.F
1,5,13,2916,12968686.F
3,16,46,3459,12968695.F
3,4,22,1184,12968697.F
5,6,53,4057,12968702.F
2,9,29,4285,12968712.F
2,15,10,2345,12968714.F
4,16,25,3374,12968718.F
1,25,33,4536,12968719.F
0,11,16,2891,12968720.F
5,13,45,4143,12968721.F
1,46,52,5025,12968723.F
6,52,55,4976,12968727.F
23,8,20,1701,12968730.F
10,16,41,3933,12968731.F
3,16,31,4493,12968733.F
0,19,26,1518,12968759.F
1,14,21,5091,12968766.F
4,15,31,4040,12968767.F
10,55,36,6140,12968768.F
0,32,25,4506,12968769.F
33,11,14,1796,12968773.F
2,24,42,5118,12968794.F
2,17,12,2591,12968807.F
0,9,10,2289,12968810.F
7,20,26,4711,12968811.F
0,5,5,2619,12968962.F
0,20,35,2692,12968997.F
0,6,2,1495,12968998.F
6,10,46,3096,12969013.F
3,32,23,831,12969015.F
11,32,89,1861,12969018.F
7,53,72,1791,12969061.F
19,177,232,10702,12969104.F
45,2,5,2052,12969137.F
1,9,18,3695,12969185.F
46,12,32,3930,12969191.F
1,16,13,3092,12969198.F
1,11,25,3347,12969221.F
5,20,46,4789,12969223.F
0,22,5,2087,12969260.F
60,6,20,2068,12969777.F
37,5,34,1688,12969966.F
8,5,46,1844,12970042.F
13,3,18,1069,12970156.F
4,10,6,2733,12970158.F
22,5,9,1428,12970301.F
41,10,20,1900,12970802.F
5,22,39,4279,12970927.F
0,6,2,1658,12971002.F
2,7,17,2017,12971060.F
2,11,61,3595,12971068.F
7,21,42,3996,12971111.F
1,16,31,4361,12971126.F
3,33,28,3914,12971133.F
7,30,26,4525,12971140.F
15,5,30,2812,12971571.F
34,1,35,1268,12971882.F
5,147,96,4719,12972423.F
1,7,35,3340,12972627.F
13,12,60,3488,12972795.F
2,5,42,1955,12972832.F
2,9,34,3409,12972835.F
4,17,49,2351,12972836.F
0,13,16,994,12972837.F
4,4,30,2054,12972900.F
9,16,28,2461,12972917.F
16,6,36,3785,12972919.F
1,3,10,2505,12972930.F
4,18,34,4635,12972951.F
1,12,46,3040,12972962.F
5,12,20,2005,12972964.F
1,16,18,3417,12972965.F
2,31,47,3649,12972966.F
2,23,32,2684,12972967.F
3,30,45,1390,12972973.F
1,3,14,2746,12973519.F
1,10,8,2363,12973585.F
3,22,42,4046,12973599.F
11,13,31,6254,12974054.F
1,5,12,2756,12976130.F
0,13,18,2932,12976131.F
0,33,26,3926,12976132.F
1,51,20,3950,12976133.F
39,152,98,3685,12976187.F
0,3,4,2086,12976191.F
8,23,48,7028,12976204.F
0,12,23,4684,12976273.F
13,11,30,3639,12976291.F
0,7,21,2485,12976312.F
20,16,98,5748,12976327.F
111,3,30,3356,12976330.F
2,2,17,2746,12976333.F
11,6,19,2019,12976334.F
1,21,14,3014,12976339.F
1,11,27,1979,12976343.F
34,10,39,3675,12976347.F
1,6,24,3594,12976350.F
3,24,32,3222,12976370.F
2,23,4,502,12976382.F
3,14,34,3415,12976397.F
1,18,16,3689,12976407.F
13,56,41,5384,12976410.F
2,113,65,2740,12976420.F
3,9,25,3967,12976464.F
3,8,18,2037,12976466.F
53,2,8,1473,12976525.F
65,4,15,1845,12976526.F
36,5,30,2444,12976527.F
1,25,15,4490,12976532.F
23,3,50,3566,12976535.F
20,20,93,5040,12976537.F
5,18,21,4458,12976539.F
5,17,45,4218,12976541.F
2,16,19,1739,12976542.F
25,4,18,1646,12976551.F
32,3,13,1266,12976597.F
2,10,2,2845,12976634.F
1,4,34,1661,12976635.F
2,8,13,3291,12976637.F
1,6,16,2293,12976644.F
0,10,16,1830,12976653.F
2,14,7,1843,12976654.F
1,23,25,1999,12976655.F
0,15,10,1255,12976656.F
2,9,21,3896,12976697.F
2,3,33,3655,12976723.F
3,11,15,2333,12976736.F
3,30,31,4606,12976737.F
0,16,4,643,12976739.F
3,15,50,4856,12976741.F
4,15,44,3805,12976743.F
